,name,wins,losses,draws,height,weight,reach,stance,dob,sig_str_pm,str_acc,strikes_abs_pm,sig_str_def,td_avg,td_acc,td_def,sub_avg
1985,Ryan Keenan,6,2,0,"5' 10""",170 lbs.,--,,"Jun 15, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1986,Losene Keita,16,1,0,"5' 8""",145 lbs.,"72""",Orthodox,"Dec 30, 1997",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1987,CJ Keith,8,4,0,"6' 0""",155 lbs.,--,Orthodox,"Aug 09, 1986",0.86,50%,1.82,50%,0.00,0%,62%,0.0
1988,Chris Kelades,9,3,0,"5' 7""",125 lbs.,"68""",Orthodox,"Feb 21, 1981",2.40,43%,2.64,48%,1.04,18%,53%,0.3
1989,Brian Kelleher,24,16,0,"5' 6""",135 lbs.,"66""",Switch,"Aug 19, 1986",3.31,41%,4.59,54%,1.68,41%,60%,0.7
1990,Mayana Kellem,7,1,0,"5' 5""",135 lbs.,--,Orthodox,"Jul 07, 1981",1.94,22%,2.90,62%,0.00,0%,0%,0.0
1991,Tony Kelley,8,3,0,"5' 9""",135 lbs.,"70""",Switch,"Jan 21, 1987",5.55,47%,4.85,45%,0.00,0%,52%,1.4
1992,Paul Kelly,14,5,0,"5' 9""",155 lbs.,"70""",Orthodox,"Sep 12, 1984",3.22,37%,2.61,59%,1.34,60%,30%,1.5
1993,John Kelly,5,4,0,"5' 9""",170 lbs.,--,,"Aug 02, 1978",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1994,Daniel Kelly,13,4,0,"6' 0""",185 lbs.,"70""",Southpaw,"Oct 31, 1977",3.62,38%,4.64,61%,1.86,34%,78%,0.3
1995,Tim Kennedy,18,6,0,"5' 11""",185 lbs.,"74""",Orthodox,"Sep 01, 1979",2.78,47%,1.84,62%,2.58,35%,70%,0.7
1996,Steve Kennedy,24,8,0,"5' 11""",170 lbs.,--,Orthodox,"Mar 07, 1983",2.28,35%,5.52,45%,2.51,33%,0%,0.0
1997,Jeremy Kennedy,11,1,0,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 16, 1992",2.22,46%,2.58,47%,5.73,52%,66%,0.0
1998,Waylon Kennell,6,2,0,"6' 0""",185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1999,Casey Kenney,16,4,1,"5' 7""",135 lbs.,"68""",Southpaw,"Mar 20, 1991",4.85,42%,4.67,58%,1.09,35%,61%,0.4
2000,Maimaitituoheti Keremuaili,26,11,0,"5' 6""",135 lbs.,"66""",Orthodox,"Mar 18, 1991",1.47,52%,1.67,37%,1.00,33%,84%,0.0
2001,Aurelijus Kerpe,11,22,0,--,--,--,Orthodox,--,1.26,16%,8.21,31%,0.00,0%,0%,0.0
2002,Mark Kerr,15,11,0 (1 NC),"6' 3""",266 lbs.,--,Switch,"Dec 21, 1968",0.28,41%,0.89,28%,2.92,77%,0%,0.4
2003,Will Kerr,9,3,0,"5' 10""",155 lbs.,"69""",Orthodox,"Oct 21, 1982",1.91,42%,6.22,33%,0.00,0%,0%,14.3
2004,Ron Keslar,11,9,0,--,185 lbs.,--,,"Apr 17, 1980",0.00,0%,2.05,60%,0.00,0%,100%,7.7
2005,Rustam Khabilov,24,4,0,"5' 8""",155 lbs.,"73""",Orthodox,"Nov 04, 1986",1.98,34%,2.16,65%,3.95,41%,61%,0.1
2006,Adam Khaliev,6,0,0,"6' 0""",170 lbs.,--,Orthodox,"Apr 16, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2007,Sergey Khandozhko,28,6,1,"6' 1""",170 lbs.,"74""",Orthodox,"May 19, 1992",3.41,41%,2.37,60%,0.76,28%,61%,0.0
2008,Sergei Kharitonov,26,6,0,"6' 0""",245 lbs.,--,Orthodox,"Aug 18, 1980",3.90,44%,3.03,54%,1.16,53%,70%,1.0
2009,Alfred Khashakyan,8,3,0,"5' 8""",135 lbs.,"70""",Orthodox,"Jul 17, 1988",6.14,42%,6.38,40%,3.54,25%,0%,0.0
2010,Aziz Khaydarov,21,7,0,"5' 11""",155 lbs.,"72""",Orthodox,"Sep 25, 1993",2.60,61%,2.80,61%,0.00,0%,85%,0.0
2011,Mansher Khera,10,0,0,"5' 10""",155 lbs.,"68""",Orthodox,"Apr 15, 1992",2.80,38%,2.60,38%,2.00,14%,100%,0.0
2012,Aliaskhab Khizriev,14,0,0 (1 NC),"5' 9""",185 lbs.,"74""",Southpaw,"Aug 24, 1990",6.01,64%,4.38,61%,5.64,60%,100%,3.8
2013,WonBin Ki,18,9,0,"5' 11""",155 lbs.,"73""",Orthodox,"Feb 11, 1991",6.73,50%,4.21,55%,0.73,20%,50%,0.0
2014,Pannie Kianzad,17,9,0,"5' 7""",135 lbs.,"66""",Orthodox,"Dec 08, 1991",4.88,49%,4.09,51%,0.41,33%,65%,0.1
2015,Akira Kikuchi,16,4,0,"5' 8""",155 lbs.,--,Orthodox,"Jul 23, 1978",3.67,56%,0.40,14%,2.00,40%,100%,0.0
2016,Katsunori Kikuno,24,8,2,"5' 8""",145 lbs.,"66""",Orthodox,"Oct 31, 1981",2.64,40%,2.47,61%,1.88,75%,76%,0.8
2017,Sanae Kikuta,31,9,3 (1 NC),"5' 9""",200 lbs.,--,Orthodox,"Sep 10, 1971",0.70,45%,0.90,52%,1.60,63%,25%,1.8
2018,Jacob Kilburn,8,4,0,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 28, 1995",2.56,33%,6.78,35%,0.51,5%,20%,0.5
2019,Dong Hyun Kim,22,4,1 (1 NC),"6' 2""",170 lbs.,"76""",Southpaw,"Nov 17, 1981",2.12,49%,1.89,58%,2.93,43%,71%,0.6
2020,Jin Oh Kim,0,4,0,"5' 9""",205 lbs.,--,Orthodox,"Dec 12, 1979",5.06,25%,8.43,50%,0.00,0%,66%,0.0
2021,Dae Won Kim,11,7,0,"5' 11""",180 lbs.,--,Orthodox,"Nov 01, 1979",1.75,32%,2.51,36%,3.43,42%,0%,0.0
2022,Jong Wang Kim,13,23,0,"6' 1""",240 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2023,Jong Won Kim,0,1,0,"5' 7""",139 lbs.,--,Orthodox,"Nov 20, 1976",0.84,15%,3.28,63%,2.81,100%,0%,0.0
2024,Min Soo Kim,3,7,0,"6' 1""",255 lbs.,--,Southpaw,"Jan 22, 1975",0.87,100%,3.48,20%,0.00,0%,0%,0.0
2025,Jong Man Kim,23,11,3 (1 NC),"5' 7""",139 lbs.,--,Orthodox,"Mar 03, 1978",1.33,21%,3.00,60%,0.00,0%,0%,0.0
2026,Ji Yeon Kim,9,7,2,"5' 7""",125 lbs.,"72""",Orthodox,"Oct 18, 1989",5.37,36%,5.41,56%,0.00,0%,50%,0.1
2027,MinWoo Kim,10,2,0,"5' 8""",135 lbs.,"72""",Orthodox,"Jul 21, 1993",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2028,HanSeul Kim,13,6,0,"6' 1""",170 lbs.,"73""",Southpaw,"Jun 19, 1990",5.79,42%,5.68,52%,0.00,0%,50%,1.7
2029,KyeungPyo Kim,11,4,0,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 29, 1992",6.77,46%,6.32,63%,3.87,40%,100%,0.0
2030,Sangwook Kim,13,4,0,"6' 0""",155 lbs.,"71""",Orthodox,"Oct 17, 1993",5.11,55%,5.82,44%,1.77,22%,72%,1.2
2031,SangWon Kim,10,6,1,"5' 9""",145 lbs.,"69""",Orthodox,"Sep 01, 1993",3.18,57%,3.73,58%,0.69,25%,72%,0.0
2032,KyuSung Kim,12,6,0,"5' 11""",125 lbs.,"69""",Orthodox,"Nov 05, 1992",1.53,53%,0.87,69%,0.00,0%,33%,0.0
2033,So Yul Kim,8,1,0,--,115 lbs.,--,,"May 25, 1997",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2034,Jeremy Kimball,15,8,0,"6' 0""",205 lbs.,"72""",Switch,"Jan 03, 1991",2.81,46%,3.84,49%,1.41,20%,50%,0.0
2035,Rob Kimmons,25,9,0,"5' 10""",185 lbs.,"73""",Orthodox,"Jan 30, 1981",1.86,48%,4.79,38%,2.08,46%,25%,2.4
2036,Dustin Kimura,11,3,0,"5' 7""",135 lbs.,"71""",Orthodox,"May 21, 1989",1.33,21%,3.82,51%,0.93,37%,50%,2.2
2037,Taiei Kin,6,3,0,"5' 11""",185 lbs.,--,Orthodox,"Jul 08, 1970",2.71,60%,1.33,52%,0.00,0%,55%,0.0
2038,Mike King,5,1,0,"6' 3""",185 lbs.,--,,"Aug 04, 1983",4.44,58%,1.29,72%,1.75,25%,40%,3.5
2039,Kyle Kingsbury,11,6,0 (1 NC),"6' 4""",205 lbs.,"79""",Orthodox,"Mar 22, 1982",2.97,40%,3.81,51%,2.64,41%,52%,0.0
2040,Yusaku Kinoshita,6,3,0,"6' 0""",170 lbs.,"71""",Southpaw,"Aug 21, 2000",4.65,50%,5.12,51%,0.00,0%,50%,0.0
2041,Kamuela Kirk,12,6,0,"5' 10""",155 lbs.,"75""",Switch,"Apr 13, 1994",3.22,50%,5.87,40%,1.50,26%,47%,1.2
2042,Yurij Kiseliov,5,4,0,"5' 8""",185 lbs.,--,Orthodox,"Jul 29, 1976",4.88,87%,0.00,0%,0.00,0%,50%,0.0
2043,Justine Kish,7,4,0,"5' 5""",125 lbs.,"64""",Orthodox,"Apr 13, 1988",4.51,48%,4.59,57%,0.87,33%,50%,0.1
2044,Koji Kitao,1,2,0,"6' 7""",350 lbs.,--,Southpaw,"Oct 12, 1963",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2045,Satoru Kitaoka,40,14,9,"5' 6""",154 lbs.,--,,"Feb 04, 1980",0.68,33%,2.15,45%,0.62,10%,27%,2.1
2046,Top Noi Kiwram,9,5,0,"5' 5""",125 lbs.,"67""",Southpaw,"Aug 15, 1992",4.47,59%,3.23,66%,2.72,85%,74%,0.0
2047,Ludovit Klein,24,5,1,"5' 7""",155 lbs.,"72""",Southpaw,"Feb 22, 1995",3.76,53%,3.48,53%,1.37,51%,76%,0.0
2048,Nick Klein,6,3,0,"6' 1""",185 lbs.,"77""",Orthodox,"Sep 08, 1995",2.51,56%,3.41,39%,5.79,35%,66%,1.9
2049,Seth Kleinbeck,8,4,0,"6' 2""",185 lbs.,--,,"Jul 25, 1973",2.55,33%,2.42,40%,0.98,25%,90%,0.0
2050,Stefan Klever,6,1,0,--,185 lbs.,--,Orthodox,--,0.82,50%,3.84,58%,0.00,0%,0%,0.0
2051,Fatima Kline,9,1,0,"5' 6""",115 lbs.,"67""",Orthodox,"Jul 12, 2000",5.01,50%,2.71,57%,2.02,58%,50%,0.0
2052,Felix Klinkhammer,7,0,0,"6' 0""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2053,Drakkar Klose,16,3,1,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 09, 1988",4.25,55%,3.65,49%,1.49,26%,69%,0.0
2054,Michael Knaap,18,22,3,"6' 2""",220 lbs.,--,Orthodox,"Feb 27, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2055,Kevin Knabjian,12,7,1,"5' 10""",170 lbs.,--,Orthodox,"Jul 05, 1984",0.00,0%,15.56,22%,0.00,0%,100%,0.0
2056,Jason Knight,20,5,0,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 14, 1992",2.95,33%,3.02,51%,1.31,31%,47%,1.7
2057,William Knight,11,5,0,"5' 10""",205 lbs.,"73""",Orthodox,"Apr 03, 1988",2.62,56%,3.30,35%,1.78,40%,48%,0.4
2058,Josefine Knutsson,8,1,0,"5' 3""",115 lbs.,"60""",Orthodox,"Jan 16, 1996",4.24,51%,2.13,54%,1.60,72%,35%,0.0
2059,Seokhyeon Ko,13,2,0,"5' 10""",170 lbs.,"71""",Southpaw,"Sep 24, 1993",2.73,59%,1.42,58%,4.00,63%,75%,0.3
2060,Isao Kobayashi,21,4,4,"5' 8""",145 lbs.,--,,"Oct 28, 1988",1.01,33%,1.66,45%,2.17,100%,100%,0.0
2061,Kelly Kobold,19,3,1,"5' 6""",135 lbs.,--,Orthodox,"Feb 25, 1983",2.33,21%,4.11,59%,1.67,11%,0%,0.0
2062,Erik Koch,16,6,0,"5' 10""",170 lbs.,"71""",Southpaw,"Oct 04, 1988",2.33,42%,2.82,47%,1.02,42%,81%,1.0
2063,Sokun Koh,4,1,0,"6' 1""",205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2064,Shingo Kohara,1,0,0,"5' 6""",135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2065,Brad Kohler,12,15,0,"5' 9""",220 lbs.,--,Orthodox,"May 26, 1964",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2066,Charlie Kohler,8,4,1,"5' 9""",155 lbs.,--,Orthodox,"Jul 16, 1976",0.81,33%,4.31,46%,0.00,0%,0%,4.0
2067,Tsuyoshi Kohsaka,27,19,2,"5' 11""",225 lbs.,--,Orthodox,"Mar 06, 1970",1.88,38%,4.41,54%,1.32,20%,33%,0.4
2068,Kaloyan Kolev,10,1,0,"6' 2""",205 lbs.,"73""",Orthodox,"Oct 17, 1992",1.12,45%,4.49,42%,10.11,60%,0%,0.0
2069,John Kolosci,15,9,0,"5' 11""",185 lbs.,--,Orthodox,"Nov 26, 1974",0.21,20%,0.85,50%,0.00,0%,0%,0.0
2070,Yuki Kondo,60,33,9,"5' 11""",183 lbs.,--,Southpaw,"Jul 17, 1975",1.14,42%,2.57,51%,0.76,41%,37%,0.5
2071,Syuri Kondo,6,3,0,"5' 4""",115 lbs.,"66""",Orthodox,"Feb 08, 1989",5.40,44%,7.22,58%,0.00,0%,83%,0.3
2072,Mantas Kondratavicius,8,1,0,"6' 2""",185 lbs.,"75""",Orthodox,"Jul 17, 1999",4.55,33%,3.64,60%,13.64,100%,0%,0.0
2073,Cheick Kongo,27,10,2,"6' 4""",240 lbs.,"82""",Orthodox,"May 17, 1975",3.33,56%,1.28,54%,2.30,56%,52%,0.2
2074,Andrei Kopylov,6,11,0,"6' 2""",265 lbs.,--,Orthodox,"Jul 16, 1965",0.33,66%,4.31,40%,0.00,0%,0%,0.0
2075,Roman Kopylov,14,5,0,"6' 0""",185 lbs.,"75""",Southpaw,"May 04, 1992",4.59,50%,5.18,52%,1.14,47%,88%,0.0
2076,Bruno Korea,7,3,0,"5' 6""",135 lbs.,"65""",,"Jun 28, 1991",2.12,34%,3.96,42%,0.00,0%,25%,0.0
2077,Chungreng Koren,7,1,0,--,135 lbs.,--,,"Feb 01, 1998",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2078,Andrey Koreshkov,19,2,0,"6' 0""",170 lbs.,--,,"Aug 23, 1990",2.84,39%,1.92,63%,4.80,53%,0%,0.0
2079,Josh Koscheck,17,11,0,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977",1.79,36%,2.27,63%,2.46,48%,64%,0.4
2080,Steven Koslow,6,1,0,"5' 7""",125 lbs.,"69""",Switch,"Jan 22, 1997",0.77,37%,3.73,40%,5.28,55%,0%,1.1
2081,Naoyuki Kotani,34,14,7,"5' 8""",155 lbs.,"66""",Southpaw,"Dec 08, 1981",1.02,31%,2.89,50%,0.83,16%,46%,0.8
2082,Ilya Kotau,1,2,0,--,170 lbs.,--,,--,3.94,40%,4.38,44%,6.57,100%,100%,6.6
2083,Iouri Kotchkine,7,4,1,"6' 2""",235 lbs.,--,Orthodox,"Dec 21, 1969",0.67,38%,4.92,15%,0.00,0%,25%,0.0
2084,Matt Kovacs,12,16,0,"6' 0""",244 lbs.,--,Orthodox,"May 09, 1981",1.47,22%,4.87,44%,1.00,25%,0%,0.0
2085,Marcus Kowal,3,1,1,--,135 lbs.,--,,"Mar 29, 1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2086,Karolina Kowalkiewicz,16,10,0,"5' 3""",115 lbs.,"64""",Orthodox,"Oct 15, 1985",5.54,42%,5.77,56%,0.36,23%,74%,0.2
2087,Steve Kozola,8,0,0,--,155 lbs.,--,,--,3.90,39%,4.36,50%,2.34,100%,100%,0.0
2088,Derrick Krantz,22,12,0,"5' 10""",170 lbs.,"72""",Orthodox,"Jan 13, 1988",2.07,37%,4.03,50%,3.18,50%,0%,0.8
2089,James Krause,28,9,0,"6' 2""",170 lbs.,"73""",Orthodox,"Jun 04, 1986",4.79,49%,4.11,61%,0.96,18%,59%,0.9
2090,Pascal Krauss,11,2,0,"6' 1""",170 lbs.,--,Orthodox,"Apr 19, 1987",5.45,47%,3.88,59%,1.53,50%,60%,0.9
2091,Rene Kronvold,5,1,0,"5' 8""",170 lbs.,--,Orthodox,"Jan 03, 1970",0.82,100%,2.47,60%,0.00,0%,66%,4.1
2092,Kaynan Kruschewsky,15,3,0 (1 NC),"6' 0""",155 lbs.,"73""",Orthodox,"Apr 04, 1991",5.67,50%,5.71,46%,2.74,100%,75%,2.1
2093,Jorgen Kruth,5,0,0,"6' 2""",205 lbs.,--,,"May 08, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2094,Nikita Krylov,31,11,0,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 07, 1992",4.36,54%,2.59,47%,2.05,37%,53%,1.2
2095,Mariusz Ksiazkiewicz,8,1,0,"6' 3""",185 lbs.,"75""",Southpaw,"Oct 04, 1989",0.93,45%,3.40,39%,4.00,100%,0%,2.0
2096,Eliezer Kubanza,7,1,0,"5' 9""",170 lbs.,"74""",Orthodox,"Dec 23, 1997",2.11,50%,6.97,37%,0.00,0%,100%,0.0
2097,Junya Kudo,10,7,2,--,135 lbs.,--,Orthodox,"Mar 24, 1983",1.85,71%,4.44,33%,0.00,0%,0%,0.0
2098,John Kuhner,1,2,0,--,170 lbs.,--,,"Oct 12, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2099,Michael Kuiper,15,5,0,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 07, 1989",3.28,54%,3.62,54%,2.30,55%,79%,0.0
2100,Anton Kuivanen,24,10,0,"5' 8""",155 lbs.,"72""",Orthodox,"May 01, 1984",2.27,38%,1.63,67%,1.20,100%,71%,0.4
2101,Maiju Kujala,6,3,0,--,135 lbs.,--,,"Feb 24, 1986",2.50,40%,5.50,36%,0.00,0%,50%,0.0
2102,Sumit Kumar,8,1,0,"5' 5""",125 lbs.,"66""",Orthodox,"Sep 09, 2000",2.80,24%,4.67,46%,6.00,30%,60%,0.0
2103,Aleksei Kunchenko,20,2,0,"5' 8""",170 lbs.,"70""",Orthodox,"May 02, 1984",3.67,44%,2.83,63%,0.25,33%,80%,0.0
2104,Rizvan Kuniev,13,3,1 (1 NC),"6' 4""",240 lbs.,"76""",Orthodox,"Mar 10, 1992",3.94,54%,2.33,48%,0.98,75%,93%,0.0
2105,Keigo Kunihara,3,2,0,"6' 0""",235 lbs.,--,Orthodox,--,0.17,10%,1.99,57%,4.97,40%,100%,2.5
2106,Kiichi Kunimoto,18,7,2 (1 NC),"5' 10""",170 lbs.,"71""",Orthodox,"May 01, 1981",1.87,44%,3.92,41%,1.59,20%,28%,0.3
2107,Jon Kunneman,10,0,0,--,185 lbs.,--,,"Jul 14, 1999",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2108,Leo Kuntz,18,4,1,"5' 10""",155 lbs.,--,Orthodox,"Oct 03, 1983",1.68,32%,3.80,45%,1.99,25%,33%,0.7
2109,Korey Kuppe,8,4,0,"6' 5""",170 lbs.,"77""",Switch,"Jan 23, 1989",0.73,73%,1.33,31%,0.00,0%,69%,1.0
2110,Ramazan Kuramagomedov,8,0,0,"6' 1""",170 lbs.,"73""",Orthodox,"Aug 23, 1996",11.67,67%,9.13,54%,1.00,14%,0%,0.0
2111,Tsuyoshi Kurihara,10,8,2,"5' 10""",185 lbs.,--,Orthodox,"Jul 13, 1973",0.00,0%,12.00,50%,0.00,0%,0%,0.0
2112,Eldari Kurtanidze,0,1,0,"5' 6""",235 lbs.,--,Orthodox,"Apr 16, 1972",0.47,20%,3.72,60%,0.00,0%,0%,0.0
2113,Kyle Kurtz,7,5,0,--,170 lbs.,--,,--,1.31,36%,2.95,52%,1.23,20%,0%,2.5
2114,Guram Kutateladze,13,5,0,"5' 11""",155 lbs.,"72""",Orthodox,"Jan 08, 1992",3.53,45%,4.22,54%,0.61,15%,75%,0.0
2115,Vadym Kutsyi,17,2,0,"6' 0""",170 lbs.,"71""",Orthodox,"Jul 18, 1991",5.53,48%,4.94,55%,3.53,40%,0%,0.0
2116,Lina Kvokov,0,3,0,"5' 9""",135 lbs.,--,Orthodox,--,2.31,30%,12.12,19%,0.00,0%,0%,0.0
2117,Kaleo Kwan,11,16,0,"5' 7""",155 lbs.,--,,"Aug 01, 1970",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2118,Jarrod Kwitty,2,2,0,"5' 8""",185 lbs.,--,,--,0.53,50%,4.40,32%,8.00,50%,0%,2.0
2119,Mike Kyle,22,14,1 (2 NC),"6' 4""",205 lbs.,"77""",Orthodox,"Mar 31, 1980",3.93,51%,3.35,49%,1.33,62%,50%,0.8
2120,Lisa Kyriacou,7,2,0,"5' 5""",125 lbs.,"64""",Orthodox,"Nov 17, 1993",4.67,41%,4.40,47%,0.00,0%,33%,0.0
2121,Achmed Labasanov,7,4,0,"6' 3""",215 lbs.,--,Orthodox,"Apr 24, 1978",0.75,39%,1.10,46%,3.00,100%,0%,0.8
2122,Josh LaBerge,11,6,0,"5' 10""",145 lbs.,--,,--,2.53,36%,5.33,44%,0.00,0%,71%,0.0
2123,Jeremiah Labiano,11,5,0,"5' 10""",135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2124,Daniel Lacerda,11,6,0 (1 NC),"5' 6""",125 lbs.,"70""",Switch,"Jun 05, 1996",3.95,45%,8.28,34%,2.32,50%,0%,1.2
2125,Luan Lacerda,13,3,0,"5' 7""",135 lbs.,"71""",Orthodox,"Jan 07, 1993",4.02,46%,5.79,46%,2.29,41%,66%,0.9
2126,Kemran Lachinov,3,2,0,--,170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2127,Aspen Ladd,9,3,0,"5' 6""",135 lbs.,"66""",Orthodox,"Mar 01, 1995",3.78,47%,4.65,47%,1.56,47%,62%,0.6
2128,Ryan LaFlare,14,3,0,"6' 1""",170 lbs.,"74""",Southpaw,"Oct 01, 1983",2.89,40%,1.86,63%,2.13,44%,58%,0.2
2129,Corinne Laframboise,8,5,0,"5' 4""",125 lbs.,"65""",Orthodox,"May 25, 1989",3.16,68%,1.89,47%,3.16,100%,33%,0.0
2130,Ben Lagman,6,5,0,"6' 2""",185 lbs.,--,,"Sep 04, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2131,Noad Lahat,11,2,0,"5' 9""",145 lbs.,"69""",Orthodox,"Jun 08, 1984",2.79,46%,1.47,63%,2.37,26%,16%,2.4
2132,Tina Lahdemaki,5,1,0,"5' 2""",115 lbs.,--,Orthodox,"May 28, 1988",1.93,20%,4.67,57%,0.00,0%,16%,0.0
2133,Yohan Lainesse,9,3,0,"6' 1""",170 lbs.,"76""",Orthodox,"Aug 14, 1992",2.22,41%,3.38,58%,0.94,28%,72%,0.5
2134,Tim Lajcik,7,6,1,"6' 1""",225 lbs.,--,Orthodox,"Jun 21, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2135,Todd Lally,2,1,0,"5' 7""",145 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2136,Sean Lally,7,3,0,"6' 0""",170 lbs.,--,Orthodox,"Nov 04, 1990",5.34,39%,7.23,30%,0.00,0%,0%,0.0
2137,Ricardo Lamas,20,8,0,"5' 8""",145 lbs.,"71""",Orthodox,"May 21, 1982",3.13,47%,2.87,57%,1.84,33%,46%,0.9
2138,Jason Lambert,26,13,0,"6' 3""",185 lbs.,"75""",Orthodox,"Jun 03, 1975",3.21,58%,1.84,50%,1.35,36%,28%,2.4
2139,Jose Landi-Jons,29,16,0,"5' 11""",170 lbs.,--,Orthodox,"Sep 09, 1973",0.99,40%,0.77,43%,2.20,80%,40%,2.2
2140,Nate Landwehr,18,7,0,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 06, 1988",5.63,45%,5.83,52%,0.76,41%,71%,0.8
2141,Austen Lane,13,7,0 (1 NC),"6' 6""",205 lbs.,"80""",Orthodox,"Nov 09, 1987",2.74,50%,2.23,40%,1.52,28%,33%,0.0
2142,Aaron Lanfranco,5,1,0,--,155 lbs.,--,,"Aug 26, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2143,Jeremy Lang,21,2,0,"5' 11""",205 lbs.,--,Southpaw,"May 11, 1975",1.13,50%,1.41,42%,4.22,60%,0%,4.2
2144,Lionel Lanham,5,1,0,--,205 lbs.,--,,"Aug 31, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2145,Lina Lansberg,10,8,0,"5' 7""",135 lbs.,"65""",Orthodox,"Mar 13, 1982",2.69,55%,3.87,44%,0.52,27%,47%,0.1
2146,Taylor Lapilus,21,4,0,"5' 6""",135 lbs.,"73""",Southpaw,"Apr 08, 1992",4.59,48%,2.61,62%,0.27,33%,77%,0.3
2147,Chad Laprise,13,4,0,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 23, 1986",4.78,42%,3.59,65%,1.05,54%,78%,0.0
2148,Anthony Lapsley,23,7,0 (2 NC),"5' 9""",170 lbs.,--,Southpaw,"Feb 13, 1980",0.53,34%,0.58,66%,0.00,0%,20%,0.0
2149,TJ Laramie,12,5,0,"5' 6""",145 lbs.,"66""",Orthodox,"Oct 15, 1997",1.49,50%,2.64,38%,1.44,33%,40%,0.0
2150,Icho Larenas,6,5,0,"6' 3""",235 lbs.,--,Orthodox,"Mar 12, 1980",0.17,15%,2.50,28%,0.00,0%,14%,0.0
2151,Lorenz Larkin,18,6,0 (1 NC),"5' 11""",170 lbs.,"72""",Orthodox,"Sep 03, 1986",3.53,46%,2.74,63%,0.27,42%,79%,0.1
2152,Jeremy Larsen,8,5,0,"5' 10""",145 lbs.,"70""",Orthodox,"May 18, 1984",4.87,48%,5.75,57%,2.49,33%,0%,0.0
2153,Brock Larson,42,10,0,"5' 11""",170 lbs.,"71""",Southpaw,"Aug 23, 1977",1.39,46%,1.50,55%,2.67,34%,43%,2.0
2154,Ryan Larson,6,2,0,--,170 lbs.,--,,"Dec 30, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2155,Bobby Lashley,15,2,0,"6' 3""",255 lbs.,"78""",Orthodox,"Jul 16, 1976",3.10,63%,0.76,63%,11.47,70%,0%,0.0
2156,Ilir Latifi,17,9,0 (1 NC),"5' 10""",230 lbs.,"73""",Orthodox,"Jul 28, 1982",2.05,45%,2.93,56%,2.11,35%,100%,0.3
2157,Sione Latu,1,0,0,"6' 0""",215 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2158,Phillip Latu,6,2,0,"6' 3""",205 lbs.,"76""",Orthodox,"Feb 17, 1991",3.40,51%,7.07,31%,0.00,0%,100%,0.0
2159,Jenel Lausa,7,5,0,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 01, 1988",1.44,42%,3.53,53%,0.55,66%,51%,0.8
2160,Joe Lauzon,28,16,0,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",2.84,39%,5.39,54%,2.39,45%,54%,2.0
2161,Dan Lauzon,17,6,0,"5' 10""",155 lbs.,--,Orthodox,"Mar 30, 1988",1.34,25%,4.09,61%,1.63,33%,80%,2.7
